Company Name,ROC registration number,Incorporation year,Industry group code,Industry type,NIC name,Main product/service group,NIC code,Size decile,ISIN code
Lahoti Overseas Ltd.,11-87643,1995,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in cotton & cotton textiles,46411,Decile 3,INE515C01023
Lakshmi Mills Co. Ltd.,61-93,1910,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 3,INE938C01019
Linc Pen & Plastics Ltd.,21-65583,1994,1.01013E+14,1,"Manufacture of stationary articles such as pens and pencils of all kinds whether or not mechanical, pencil leads, date, sealing or numbering stamps, hand-operated devices for printing or embossing labels, hand printing sets, prepared typewriter ribbons and inked pads, globes etc.",Pens,32901,Decile 3,INE802B01019
Lincoln Pharmaceuticals Ltd.,04-24288,1995,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 3,INE405C01035
Ludlow Jute & Specialities Ltd.,21-32394,1979,1.01012E+14,1,"Finishing of jute, mesta and other vegetable textiles fabrics",Jute textiles,13135,Decile 3,INE983C01015
M I C Electronics Ltd.,62-8652,1988,1.01014E+14,1,"Manufacture of display components (plasma, polymer, LCD, LED)",LED displays,26105,Decile 3,INE287C01029
M P S Infotecnics Ltd.,55-131190,1989,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 3,INE861A01058
M P S Ltd.,18-5795,1970,1.01041E+14,1,Other business support service activities n.e.c.,Content & animation,82990,Decile 3,INE943D01017
M T Educare Ltd.,11-163888,2006,1.01042E+14,1,"Higher education in science, commerce, humanity and fine arts leading to a university degree or equivalent",Higher education,85301,Decile 3,INE472M01018
M V L Ltd.,55-154848,2006,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 3,INE744I01034
M W Unitexx Ltd.,11-130073,2000,1.0104E+14,1,"Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.",Retail trade in apparels (readymade garments),47711,Decile 3,INE578D01011
Madhav Infra Projects Ltd.,04-18392,1992,1.0106E+14,1,Other civil engineering projects n.e.c.,Construction,42909,Decile 3,INE631R01018
Magadh Sugar & Energy Ltd.,20-69632,2015,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE347W01011
Magnum Ventures Ltd.,55-10492,1980,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Paper,17013,Decile 3,INE387I01016
Mahamaya Steel Inds. Ltd.,26-4607,1988,1.01014E+14,1,"Manufacture of industrial frameworks in metal (frameworks for blast furnaces, lifting and handling equipment etc.)",Structures,25113,Decile 3,INE451L01014
Majestic Auto Ltd.,16-3264,1973,1.01015E+14,1,"Manufacture of motor vehicle electrical equipment, such as generators, alternators, spark plugs, ignition wiring harnesses, power window and door systems, assembly of purchased gauges into instrument panels, voltage regulators, etc.",Electrical automobile parts,29304,Decile 3,INE201B01022
Manaksia Aluminium Co. Ltd.,21-144405,2010,1.01014E+14,1,Manufacture of basic metals,Metals & metal products,24,Decile 3,INE859Q01017
Manaksia Coated Metals & Inds. Ltd.,21-144409,2010,1.01014E+14,1,Manufacture of basic metals,Metals & metal products,24,Decile 3,INE830Q01018
Manaksia Steels Ltd.,21-138341,2001,1.01014E+14,1,Manufacture of basic metals,Metals & metal products,24,Decile 3,INE824Q01011
Mangalam Drugs & Organics Ltd.,11-116413,1972,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 3,INE584F01014
Maniyar Plast Ltd.,11-34028,1984,1.01012E+14,1,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)",Sacks & bags,22203,Decile 3,INE101201015
Manugraph India Ltd.,11-15772,1972,1.01014E+14,1,Manufacture of printing and bookbinding machines and machines for activities supporting printing on a variety of materials (other than textiles),Printing machinery,28293,Decile 3,INE867A01022
Mastek Ltd.,Apr-15,1982,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE759A01021
Mediaone Global Entertainment Ltd.,18-65402,1981,1.01042E+14,1,Production of motion picture,"Motion picture production, distribution & exhibition",59111,Decile 3,INE828I01019
Metroglobal Ltd.,11-69527,1992,1.0104E+14,1,"Wholesale of industrial chemicals,",Wholesale trade in chemicals & chemical products,46691,Decile 3,INE085D01033
Milkfood Ltd.,16-3746,1973,1.01011E+14,1,"Manufacture of cream, butter, cheese, curd, ghee, khoya etc.",Ghee,10504,Decile 3,INE588G01013
Modern Dairies Ltd.,05-32998,1992,1.01011E+14,1,Production of milk from cows or buffaloes,Milk,1412,Decile 3,INE617B01011
Modern Steels Ltd.,16-3358,1973,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Bars & rods,24105,Decile 3,INE001F01019
Mohota Industries Ltd.,Nov-61,1946,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 3,INE313D01013
Mold-Tek Packaging Ltd.,62-26542,1997,1.01012E+14,1,Manufacture of other plastics products n.e.c.,Plastic injection moulding items,22209,Decile 3,INE893J01029
Murudeshwar Ceramics Ltd.,Aug-01,1983,1.01013E+14,1,Manufacture of ceramic products n.e.c.,"Unglazed ceramic tiles, paving & flags",23939,Decile 3,INE692B01014
Music Broadcast Ltd.,11-137729,1999,1.01042E+14,1,Radio broadcasting,Radio broadcasting media,60100,Decile 3,INE919I01016
N K Industries Ltd.,Apr-05,1987,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 3,INE542C01019
Nachmo Knitex Ltd.,Apr-85,1981,1.01012E+14,1,Manufacture of knitted and crocheted cotton fabrics,Knitted fabrics,13911,Decile 3,INE228C01015
Nahar Poly Films Ltd.,16-8820,1988,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)",Biaxially oriented polypropylene (BOPP) film,22201,Decile 3,INE308A01027
Naraingarh Sugar Mills Ltd.,05-32873,1995,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE491E01015
Narayani Steels Ltd.,21-82021,1996,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Bars & rods,24105,Decile 3,INE715T01015
Nath Bio-Genes (India) Ltd.,11-72842,1993,1.01011E+14,1,Growing of other oil seeds,Oilseeds,1119,Decile 3,INE448G01010
National Peroxide Ltd.,Nov-54,1954,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Hydrogen peroxide,20119,Decile 3,INE585A01020
National Standard (India) Ltd.,11-265959,1962,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 3,INE166R01015
Neeraj Paper Mktg. Ltd.,55-66194,1995,1.0104E+14,1,Wholesale of paper in bulk,Wholesale trade in pulp & paper products,46696,Decile 3,INE894J01019
Neha International Ltd.,62-15987,1993,1.0104E+14,1,Wholesale of other basic/manufactured food stuffs n.e.c.,Wholesale trade in other food and agro-based products,46309,Decile 3,INE874D01022
Newgen Software Technologies Ltd.,55-49074,1992,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE619B01017
Nicco Corpn. Ltd.,21-36362,1942,1.0106E+14,1,Other civil engineering projects n.e.c.,Construction,42909,Decile 3,INE241C01026
Nila Infrastructures Ltd.,04-13417,1990,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 3,INE937C01029
Nile Ltd.,Jan-19,1984,1.01014E+14,1,Manufacture of other non-ferrous metals n.e.c.,Lead & products,24209,Decile 3,INE445D01013
Nitta Gelatin India Ltd.,Sep-91,1975,1.01011E+14,1,"Raising of other animals, n.e.c.",Ossein & bones treated with acid,1499,Decile 3,INE265B01019
Noida Toll Bridge Co. Ltd.,55-315772,1996,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 3,INE781B01015
North Eastern Carrying Corpn. Ltd.,55-19485,1984,1.01041E+14,1,Motorised road freight transport,Other road freight transport services,49231,Decile 3,INE553C01016
Nu Tek India Ltd.,55-54313,1993,1.01041E+14,1,"Activities of maintaining and operating pageing, cellular and other telecommunication networks",Wireless infrastructure services,61202,Decile 3,INE318J01027
Oil Country Tubular Ltd.,62-5329,1986,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",Seamless tubes & pipes,24311,Decile 3,INE591A01010
Omkar Speciality Chemicals Ltd.,11-151589,2005,1.01012E+14,1,Manufacture of basic chemical elements,Iodine,20116,Decile 3,INE474L01016
Orient Abrasives Ltd.,04-93248,1971,1.01013E+14,1,"Manufacture of millstones, sharpening or polishing stones and natural or artificial abrasive products, including abrasive powder or grain on a base of textile material, paper, paper board or other material",Abrasive powder or grain on a base,23993,Decile 3,INE569C01020
Oriental Aromatics Ltd.,11-285731,1972,1.01012E+14,1,Manufacture of Chemicals and Chemical products,Chemicals & chemical products,20,Decile 3,INE959C01015
Oriental Carbon & Chemicals Ltd.,21-31539,1978,1.0102E+14,1,Mining of native sulphur or pyrites and pyrrhotites valued chiefly for sulphur,Sulphur,8911,Decile 3,INE321D01016
Orissa Sponge Iron & Steel Ltd.,15-819,1979,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 3,INE228D01013
Ortel Communications Ltd.,55-69353,1995,1.01042E+14,1,Activities of the cable operators,Cable television broadcasting media,61103,Decile 3,INE849L01019
Oswal Agro Mills Ltd.,16-12267,1979,1.01016E+14,1,Diversified,Diversified,34,Decile 3,INE142A01012
P B A Infrastructure Ltd.,11-17653,1974,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 3,INE160H01019
P B Global Ltd.,11-11864,1960,1.0104E+14,1,"Wholesale of industrial chemicals,",Wholesale trade in chemicals & chemical products,46691,Decile 3,INE615W01011
P G Electroplast Ltd.,55-119416,2003,1.01012E+14,1,Manufacture of other plastics products n.e.c.,Other articles of plastics,22209,Decile 3,INE457L01011
P G Foils Ltd.,Apr-50,1979,1.01014E+14,1,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys,Aluminium foils,24202,Decile 3,INE078D01012
P P A P Automotive Ltd.,55-73281,1995,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,"Automobile ancillaries, nec",29209,Decile 3,INE095I01015
P S I T Infrastructure & Services Ltd.,11-27146,1982,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 3,INE953M01033
P S P Projects Ltd.,04-54868,2008,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Construction allied activities nec,41001,Decile 3,INE488V01015
Panchmahal Steel Ltd.,Apr-53,1972,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Flat products,24105,Decile 3,INE798F01010
Panyam Cements & Mineral Inds. Ltd.,01-546,1955,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 3,INE167E01029
Parabolic Drugs Ltd.,53-17755,1996,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 3,INE618H01016
Paramount Communications Ltd.,55-61295,1978,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",Cables & other conductors,27320,Decile 3,INE074B01023
Patel Integrated Logistics Ltd.,11-12396,1962,1.01041E+14,1,Courier activities,Courier services,53200,Decile 3,INE529D01014
Piccadily Agro Inds. Ltd.,05-32244,1994,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE546C01010
Pioneer Distilleries Ltd.,62-55108,1995,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Alcohols & their derivatives,20119,Decile 3,INE889E01010
Pioneer Embroideries Ltd.,11-63752,1991,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Synthetic filament yarn other than sewing threads,20203,Decile 3,INE156C01018
Pitti Engineering Ltd.,62-4141,1983,1.01014E+14,1,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Stampings & laminations,25910,Decile 3,INE450D01021
Pix Transmissions Ltd.,11-24837,1981,1.01012E+14,1,Manufacture of rubber conveyor or transmission belts or belting,V belt,22192,Decile 3,INE751B01018
Poddar Pigments Ltd.,17-6307,1991,1.01012E+14,1,Manufacture of dyes and pigments from any source in basic form or as concentrate,Synthetic colouring substances,20114,Decile 3,INE371C01013
Poly Medicure Ltd.,55-66923,1995,1.01015E+14,1,"Manufacture of bone plates and screws, syringes, needles, catheters, cannulae, etc.",Appliances used in medicine / surgery,32504,Decile 3,INE205C01021
Pondy Oxides & Chemicals Ltd.,18-30586,1995,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Zinc oxide,20119,Decile 3,INE063E01046
Ponni Sugars (Erode) Ltd.,18-37200,1996,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE838E01017
Prabhat Telecoms (India) Ltd.,11-169551,2007,1.0104E+14,1,Retail sale of information and communications equipment in specialized stores,Retail trade in consumer electronics,474,Decile 3,INE171P01019
Pudumjee Paper Products Ltd.,60-153717,2015,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Paper,17013,Decile 3,INE865T01018
Punjab Alkalies & Chemicals Ltd.,53-3607,1975,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Sodium hydroxide (Caustic soda),20119,Decile 3,INE607A01014
Q V C Realty Co. Ltd.,08-41581,2007,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 3,INE899Q01013
R M G Alloy Steel Ltd.,04-20358,1993,1.01014E+14,1,Manufacture of other basic iron and steel n.e.c,Alloy steel,24109,Decile 3,INE731F01037
R P G Life Sciences Ltd.,11-169354,2007,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 3,INE105J01010
R P P Infra Projects Ltd.,61-6113,1995,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 3,INE324L01013
R Systems International Ltd.,55-53579,1993,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE411H01032
Raj Oil Mills Ltd.,11-133714,2001,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Coconut oil,10402,Decile 3,INE294G01018
Rama Phosphates Ltd.,11-33917,1984,1.01012E+14,1,Manufacture of other fertilizers n.e.c.,Single superphosphate,20129,Decile 3,INE809A01024
Rasandik Engineering Inds. India Ltd.,05-32293,1984,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,Auto sheet metals parts,29209,Decile 3,INE682D01011
Ravindra Energy Ltd.,08-75720,1980,1.0104E+14,1,Activities of other commission agents n.e.c. (including commission agents working in emerging areas for wholesale trade,Wholesale trade,46109,Decile 3,INE206N01018
Regent Enterprises Ltd.,55-153183,1994,1.0104E+14,1,Whole sale of other agriculture raw materials n.e.c.,Wholesale trade in food & agro-based products,46209,Decile 3,INE769D01016
Reliance Chemotex Inds. Ltd.,17-1994,1977,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 3,INE750D01016
Reliance Industrial Infrastructure Ltd.,11-49019,1988,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 3,INE046A01015
Riga Sugar Co. Ltd.,21-32970,1980,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE909C01010
Rossell India Ltd.,21-63513,1994,1.01011E+14,1,Processing and blending of tea including Manufacture of instant tea,"Tea, processed",10791,Decile 3,INE847C01020
Ruchira Papers Ltd.,Jun-36,1980,1.01015E+14,1,"Manufacture of printing, writing and photocopying paper ready for use","Writing, printing paper",17093,Decile 3,INE803H01014
Rudra Global Infra Products Ltd.,04-62324,2010,1.01014E+14,1,"Manufacture of steel in ingots or other primary forms, and other semi- finished products of steel",Semi-finished steel,24103,Decile 3,INE027T01015
Rushil Decor Ltd.,04-19532,1993,1.01013E+14,1,"Manufacture of products of wood, cork, straw and plaiting materials",Wood & wood products,162,Decile 3,INE573K01017
S A L Steel Ltd.,04-43148,2003,1.01014E+14,1,Manufacture of direct reduction of iron (sponge iron) and other spongy ferrous products,Sponge iron,24102,Decile 3,INE658G01014
S B E C Sugar Ltd.,20-19160,1991,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE948G01019
Safari Industries (India) Ltd.,11-22812,1980,1.01012E+14,1,"Manufacture of travel goods of plastics (suitcase, vanity bags, holdalls and similar articles)",Moulded luggage,22205,Decile 3,INE429E01023
Sahyadri Industries Ltd.,60-78941,1994,1.01013E+14,1,Manufacture of asbestos sheets,Corrugated asbestos sheets,23953,Decile 3,INE280H01015
Salasar Techno Engg. Ltd.,55-174076,2001,1.01014E+14,1,Manufacture of basic iron and steel,Iron & steel,2410,Decile 3,INE170V01019
Salora International Ltd.,55-4962,1968,1.0104E+14,1,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders",Wholesale trade in consumer electronics,46522,Decile 3,INE924A01013
Salzer Electronics Ltd.,61-1535,1985,1.01014E+14,1,"Manufacture of switch, switch box, lamp holders, lugs etc.",Switches,27331,Decile 3,INE457F01013
Sambandam Spinning Mills Ltd.,61-675,1974,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 3,INE304D01012
Samkrg Pistons & Rings Ltd.,62-5423,1985,1.01015E+14,1,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Pistons,2811,Decile 3,INE706B01012
Saregama India Ltd.,21-14346,1946,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 3,INE979A01017
Sarla Performance Fibres Ltd.,54-56,1993,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Textured yarn of synthetic filament yarn,20203,Decile 3,INE453D01025
Satra Properties (India) Ltd.,11-30083,1983,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 3,INE086E01021
Sayaji Industries Ltd.,04-471,1941,1.01011E+14,1,"Manufacture of starches from rice, potatoes, maize etc.",Starches,10621,Decile 3,INE327G01024
Selan Exploration Technology Ltd.,55-21445,1985,1.0102E+14,1,Extraction of crude petroleum,Crude oil,610,Decile 3,INE818A01017
Servalakshmi Paper Ltd.,18-92783,2005,1.01015E+14,1,Manufacture of other special purpose paper (excluding computer stationary),Kraft paper & paperboard,17015,Decile 3,INE431L01016
Shakti Pumps (India) Ltd.,Oct-27,1995,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Pumps,28132,Decile 3,INE908D01010
Shanthi Gears Ltd.,61-649,1972,1.01014E+14,1,"Manufacture of bearings, gears, gearing and driving elements",Gears,28140,Decile 3,INE631A01022
Shekhawati Poly-Yarn Ltd.,54-440,1990,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Textured yarn of synthetic filament yarn,20203,Decile 3,INE268L01020
Shree Global Tradefin Ltd.,11-41252,1986,1.0104E+14,1,Wholesale of metals and metal ores,"Wholesale trade in iron, steel & products",46620,Decile 3,INE080I01025
Shree Pushkar Chemicals & Fertilisers Ltd.,11-71376,1993,1.01012E+14,1,Manufacture of dyes and pigments from any source in basic form or as concentrate,Dyes,20114,Decile 3,INE712K01011
Shree Rajasthan Syntex Ltd.,17-1948,1979,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 3,INE796C01011
Shrenik Ltd.,04-73061,2012,1.0104E+14,1,Wholesale of paper in bulk,"Wholesale trade in paper, newsprint and paperboard",46696,Decile 3,INE632X01022
Shreyans Industries Ltd.,16-3994,1979,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Paper,17013,Decile 3,INE231C01019
Shreyas Shipping & Logistics Ltd.,11-48500,1988,1.01041E+14,1,Water transport,Water transport & allied services (Shipping),50,Decile 3,INE757B01015
Simplex Castings Ltd.,11-67459,1980,1.01014E+14,1,Manufacture of other iron and steel casting and products thereof,Castings,24319,Decile 3,INE658D01011
Simran Farms Ltd.,Oct-27,1984,1.01011E+14,1,Operation of poultry hatcheries,Poultry,1463,Decile 3,INE354D01017
Sir Shadi Lal Enterprises Ltd.,55-9509,1933,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 3,INE117H01019
Sita Shree Food Products Ltd.,10-10741,1996,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 3,INE686I01011
Som Distilleries & Breweries Ltd.,55-52787,1993,1.01011E+14,1,Manufacture of beer,Beer,11031,Decile 3,INE480C01012
Soril Infra Resources Ltd.,55-181536,2005,1.01016E+14,1,Diversified,Diversified,34,Decile 3,INE034H01016
Southern Ispat & Energy Ltd.,Sep-71,1995,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in semi-finished steel (ingots & billets),46620,Decile 3,INE943B01029
Southern Online Bio Technologies Ltd.,62-30463,1998,1.0104E+14,1,"Wholesale of edible oils, fats, sugar and processed/manufactured spices etc.",Wholesale trade in vegetable oils,46305,Decile 3,INE371B01015
Speciality Restaurants Ltd.,21-90672,1999,1.0104E+14,1,Bars and Restaurants with bars,"Restaurants, bars and canteen",56301,Decile 3,INE247M01014
Sree Rayalaseema Hi-Strength Hypo Ltd.,01-45726,2005,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Salts of inorganic acids & metals,20119,Decile 3,INE917H01012
Star Paper Mills Ltd.,21-8726,1936,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Paper,17013,Decile 3,INE733A01018
Starlog Enterprises Ltd.,11-31578,1983,1.01042E+14,1,Other business support service activities n.e.c.,Other business services,82990,Decile 3,INE580C01019
Sterling Tools Ltd.,55-9668,1979,1.01014E+14,1,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts, bolts, screws and other threaded products)","Screws, bolts, nuts, rivets, washers, etc.",25991,Decile 3,INE334A01023
Sturdy Industries Ltd.,Jun-57,1989,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 3,INE134F01026
Stylam Industries Ltd.,53-11732,1991,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)","Sheets, films, etc. of plastic, not reinforced",22201,Decile 3,INE239C01012
Super Sales India Ltd.,61-1109,1981,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 3,INE091C01017
Super Spinning Mills Ltd.,61-1200,1962,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 3,INE662A01027
Super Tannery Ltd.,20-6421,1984,1.01013E+14,1,Tanning and finishing of industrial leather,Finished leather,15113,Decile 3,INE460D01038
Supreme (India) Impex Ltd.,04-26968,1995,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 3,INE971P01012
Suryalata Spinning Mills Ltd.,62-3962,1983,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton & blended yarn,13111,Decile 3,INE132C01027
T G B Banquets & Hotels Ltd.,04-36830,1999,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 3,INE797H01018
T T K Healthcare Ltd.,18-3647,1958,1.0104E+14,1,Wholesale of pharmaceutical and medical goods,"Wholesale trade in drugs, medicines & allied products",46497,Decile 3,INE910C01018
Talbros Automotive Components Ltd.,05-33107,1956,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Gaskets,29301,Decile 3,INE187D01011
Talwalkars Better Value Fitness Ltd.,11-140134,2003,1.01042E+14,1,Other human health activities n.e.c. (including independent ambulance activities),Fitness centres,86909,Decile 3,INE502K01016
Taparia Tools Ltd.,11-13392,1965,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 3,INE614R01014
Teledata Technology Solutions Ltd.,18-61389,2006,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE391I01018
Texmo Pipes & Products Ltd.,10-20852,1999,1.01012E+14,1,Manufacture of other plastics products n.e.c.,PVC pipes,22209,Decile 3,INE141K01013
Themis Medicare Ltd.,04-1590,1969,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 3,INE083B01016
Thyrocare Technologies Ltd.,11-123882,2000,1.01042E+14,1,Hospital activities,Medical testing centres/Labs,86100,Decile 3,INE594H01019
Tinna Trade Ltd.,55-186397,2009,1.0104E+14,1,Wholesale of cereals & pulses,Wholesale trade in foodgrains,46201,Decile 3,INE401Z01019
Transpek Industry Ltd.,04-1343,1965,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,"Chlorides, chloride oxides & hydroxides",20119,Decile 3,INE687A01016
U B Engineering Ltd.,11-14509,1970,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 3,INE328C01013
Udaipur Cement Works Ltd.,17-7267,1993,1.01013E+14,1,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",Ordinary portland cement,23942,Decile 3,INE225C01029
Ujaas Energy Ltd.,10-13571,1999,1.01014E+14,1,Manufacture of other electrical equipment,Solar appliances,27900,Decile 3,INE899L01022
Ultramarine & Pigments Ltd.,11-11856,1960,1.01012E+14,1,Manufacture of inorganic acids except nitric acid,Sulpho-nitric acid,20112,Decile 3,INE405A01021
Uniport Computers Ltd.,18-20303,1991,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 3,INE491B01011
Unisys Softwares & Holding Inds. Ltd.,21-56742,1992,1.0104E+14,1,Retail sale of computers and computer peripherals,Retail trade in computer systems and peripherals,47411,Decile 3,INE200B01016
V 2 Retail Ltd.,55-147724,2001,1.0104E+14,1,Retail sale in non-specialized stores,Retail trade,471,Decile 3,INE945H01013
V I P Clothing Ltd.,11-59804,1991,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 3,INE450G01024
Vadilal Enterprises Ltd.,Apr-95,1985,1.0104E+14,1,Whole sale of other agriculture raw materials n.e.c.,Wholesale trade in food & agro-based products,46209,Decile 3,INE693D01018
Vaishnavi Gold Ltd.,62-34207,2000,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE535B01015
Vardhman Industries Ltd.,55-19492,1984,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,"Cold rolled coils, strips, sheets",24105,Decile 3,INE458E01014
Veritas (India) Ltd.,11-35702,1985,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in metals & metal products,46620,Decile 3,INE379J01029
