Company Name,ROC registration number,Incorporation year,Industry group code,Industry type,NIC name,Main product/service group,NIC code,Size decile,ISIN code
India Steel Works Ltd.,11-43186,1987,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Bars & rods,24105,Decile 2,INE072A01029
India Tourism Devp. Corpn. Ltd.,55-4363,1965,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 2,INE353K01014
Indian Acrylics Ltd.,16-6715,1986,1.01012E+14,1,Manufacture of synthetic or artificial filament staple fibre not textured,Acrylic fibre,20302,Decile 2,INE862B01013
Indoco Remedies Ltd.,Nov-13,1947,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 2,INE873D01024
Indosolar Ltd.,55-134879,2006,1.01014E+14,1,Manufacture of other electrical equipment,Solar appliances,27900,Decile 2,INE866K01015
Indraprastha Medical Corpn. Ltd.,55-30958,1988,1.01042E+14,1,Hospital activities,"Hospitals, health care centres, etc.",86100,Decile 2,INE681B01017
Infinite Computer Solutions (India) Ltd.,55-171077,1999,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE486J01014
Innoventive Industries Ltd.,60-63045,1991,1.01015E+14,1,Manufacture of parts and accessories for motor vehicles,Automobile ancillaries,2930,Decile 2,INE549I01011
Insecticides (India) Ltd.,55-83909,1996,1.01012E+14,1,"Manufacture of insecticides, rodenticides, fungicides, herbicides",Chlorpyriphos,20211,Decile 2,INE070I01018
Intellect Design Arena Ltd.,18-80183,2011,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE306R01017
Ion Exchange (India) Ltd.,11-14258,1964,1.01014E+14,1,Manufacture of other special-purpose machinery n.e.c.,Water treatment plants,28299,Decile 2,INE570A01014
Ispat Profiles India Ltd.,21-39547,1985,1.01014E+14,1,"Manufacture of industrial frameworks in metal (frameworks for blast furnaces, lifting and handling equipment etc.)",Structures,25113,Decile 2,INE798A01011
J B M Auto Ltd.,55-83073,1996,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,Auto sheet metals parts,29209,Decile 2,INE927D01028
J C T Electronics Ltd.,16-3680,1976,1.01014E+14,1,"Manufacture of electron tubes, diodes, transistors and related discrete devices",TV picture tubes colour,26102,Decile 2,INE264B01020
J C T Ltd.,16-4565,1946,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 2,INE945A01026
J K Pharmachem Ltd.,18-18889,1990,1.01012E+14,1,"Manufacture  of  medicinal  substances  used  in  the  manufacture  of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc.",Penicillin,21001,Decile 2,INE335C01018
J T E K T India Ltd.,55-18415,1985,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Steering gears,29301,Decile 2,INE643A01035
Jagatjit Industries Ltd.,16-1970,1944,1.01011E+14,1,"Manufacture of distilled, potable, alcoholic beverages such as whisky, brandy, gin, 'mixed drinks' etc.",Liquors,11011,Decile 2,INE574A01016
Jamna Auto Inds. Ltd.,May-85,1965,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Leaf springs (Automotive),29301,Decile 2,INE039C01032
Jay Shree Tea & Inds. Ltd.,21-12771,1945,1.01011E+14,1,Processing and blending of tea including Manufacture of instant tea,"Tea, processed",10791,Decile 2,INE364A01020
Jay Ushin Ltd.,55-25118,1986,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,Automobile locks,29209,Decile 2,INE289D01015
Jayant Agro-Organics Ltd.,11-66691,1992,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Castor oil,10402,Decile 2,INE785A01026
Jindal Drilling & Inds. Ltd.,11-233813,1983,1.0106E+14,1,"Site preparation including drilling, boring and core sampling for construction, geophysical, geological or similar purposes",Offshore drilling,43122,Decile 2,INE742C01031
Jindal Worldwide Ltd.,Apr-42,1986,1.01012E+14,1,Weaving of textiles,Denim,1312,Decile 2,INE247D01021
Just Dial Ltd.,11-150054,1993,1.01042E+14,1,Management consultancy activities,Other consultancy,70200,Decile 2,INE599M01018
Jyoti Ltd. (Gujarat),04-363,1943,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 2,INE511D01012
K C P Ltd.,18-1128,1941,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 2,INE805C01028
K C P Sugar & Inds. Corpn. Ltd.,18-33198,1995,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 2,INE790B01024
K G Denim Ltd.,61-3798,1992,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 2,INE104A01012
K S B Pumps Ltd.,11-11635,1960,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Pumps,28132,Decile 2,INE999A01015
K S E Ltd.,Sep-28,1963,1.01011E+14,1,Manufacture of cattle feed,Cattle feed,10801,Decile 2,INE953E01014
K S L & Industries Ltd.,54-74,1975,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 2,INE219A01026
Kamdhenu Ltd.,55-134282,1994,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in finished steel (alloy & non-alloy),46620,Decile 2,INE390H01012
Kanoria Chemicals & Inds. Ltd.,21-24910,1960,1.01012E+14,1,"Manufacture  of  medicinal  substances  used  in  the  manufacture  of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc.",Penta-erythritol,21001,Decile 2,INE138C01024
Karur K C P Packkagings Ltd.,59-730,1991,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,"Paper, newsprint & paper board",17013,Decile 2,INE727F01019
Karuturi Global Ltd.,08-16834,1994,1.01011E+14,1,Growing of plants for planting,Plants,1301,Decile 2,INE299C01024
Kennametal India Ltd.,08-1546,1964,1.01014E+14,1,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc.",Machine tools,28221,Decile 2,INE717A01029
Kesar Enterprises Ltd.,Nov-96,1933,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 2,INE133B01019
Kewal Kiran Clothing Ltd.,11-65136,1992,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 2,INE401H01017
Khadim India Ltd.,21-34337,1981,1.0104E+14,1,Retail sale of footwear,Retail trade in footwear & parts of footwear,47713,Decile 2,INE834I01025
Khoday India Ltd.,08-1590,1965,1.01011E+14,1,"Manufacture of distilled, potable, alcoholic beverages such as whisky, brandy, gin, 'mixed drinks' etc.",Indian made foreign liquors,11011,Decile 2,INE687B01014
Kiri Industries Ltd.,04-34094,1998,1.01012E+14,1,Manufacture of dyes and pigments from any source in basic form or as concentrate,Dyes,20114,Decile 2,INE415I01015
Kirloskar Electric Co. Ltd.,08-415,1946,1.01014E+14,1,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Motors & generators,2710,Decile 2,INE134B01017
Kirloskar Pneumatic Co. Ltd.,60-110307,1974,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Compressors,28132,Decile 2,INE811A01020
Kisan Mouldings Ltd.,11-54305,1989,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Tubes, pipes & hoses of poly vinyl chloride",22209,Decile 2,INE017C01012
Kitex Garments Ltd.,Sep-28,1992,1.01012E+14,1,Manufacture of knitted and crocheted apparel,Apparels - knitted / crocheted,1430,Decile 2,INE602G01020
Kokuyo Camlin Ltd.,Nov-34,1946,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 2,INE760A01029
Kolte Patil Developers Ltd.,60-129428,1991,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 2,INE094I01018
Kovai Medical Center & Hospital Ltd.,61-1659,1985,1.01042E+14,1,Hospital activities,"Hospitals, health care centres, etc.",86100,Decile 2,INE177F01017
Kuantum Papers Ltd.,16-35243,1997,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Paper,17013,Decile 2,INE529I01013
L G Balakrishnan & Bros. Ltd.,61-257,1956,1.01014E+14,1,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts, bolts, screws and other threaded products)",Chains & anchors of iron & steel,25991,Decile 2,INE337A01034
Lakhani India Ltd.,05-12903,1981,1.01013E+14,1,"Manufacture of leather footwear such as shoes, sandals, chappals, leather- cum-rubber/plastic cloth sandles and chappals",Leather footwear,15201,Decile 2,INE935C01015
Lakshmi Precision Screws Ltd.,May-77,1968,1.01014E+14,1,"Manufacture of metal fasteners (nails, rivets, tacks, pins, staples, washers and similar non-threaded products and nuts, bolts, screws and other threaded products)","Screws, bolts, nuts, rivets, washers, etc.",25991,Decile 2,INE651C01018
Lemon Tree Hotels Ltd.,55-49022,,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 2,INE970X01018
Liberty Shoes Ltd.,05-33185,1986,1.01013E+14,1,"Manufacture of leather footwear such as shoes, sandals, chappals, leather- cum-rubber/plastic cloth sandles and chappals",Leather footwear,15201,Decile 2,INE557B01019
Linkson International Ltd.,11-32643,1984,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in metals & metal products,46620,Decile 2,INE996E01021
Lloyds Metals & Energy Ltd.,11-19594,1977,1.01014E+14,1,Manufacture of direct reduction of iron (sponge iron) and other spongy ferrous products,Sponge iron,24102,Decile 2,INE281B01032
Lloyds Steels Inds. Ltd.,11-81235,1994,1.01014E+14,1,Manufacture of other fabricated metal products n.e.c.,Other fabricated metal products,25999,Decile 2,INE093R01011
Lok Housing & Constructions Ltd.,11-37143,1985,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 2,INE367C01011
Lumax Auto Technologies Ltd.,11-25519,1981,1.01015E+14,1,Manufacture of parts and accessories for motor vehicles,Automobile ancillaries,2930,Decile 2,INE872H01027
Lux Industries Ltd.,21-73053,1995,1.01012E+14,1,Manufacture of other knitted and crocheted apparel including hosiery,"Other garments, knitted or crocheted",14309,Decile 2,INE150G01020
M M Forgings Ltd.,18-1473,1946,1.01014E+14,1,"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",Forgings,25910,Decile 2,INE227C01017
Maheshwari Logistics Ltd.,04-49224,2006,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 2,INE263W01010
Maithan Alloys Ltd.,21-39503,1985,1.01014E+14,1,Manufacture of ferro-alloys,Ferro alloys,24104,Decile 2,INE683C01011
Man Infraconstruction Ltd.,11-136849,2002,1.0106E+14,1,Other civil engineering projects n.e.c.,Construction,42909,Decile 2,INE949H01023
Manali Petrochemicals Ltd.,18-13087,1986,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Organic chemicals,20119,Decile 2,INE201A01024
Manpasand Beverages Ltd.,04-63283,2010,1.01011E+14,1,"Manufacture of fruit or vegetable juices and their concentrates, squashes and powder",Fruit juice,10304,Decile 2,INE122R01018
Maral Overseas Ltd.,Oct-55,1989,1.01012E+14,1,Finishing of cotton and blended cotton textiles.,Cotton textiles,13131,Decile 2,INE882A01013
Marksans Pharma Ltd.,11-66364,1992,1.01012E+14,1,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.,Norfloxacin,21009,Decile 2,INE750C01026
Mauria Udyog Ltd.,21-33010,1980,1.0104E+14,1,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals",Wholesale trade in manufactured products,46102,Decile 2,INE150D01019
Mayur Uniquoters Ltd.,17-6952,1992,1.01012E+14,1,Manufacture of other textiles/textile products n.e.c.,Coated / laminated textile fabrics,13999,Decile 2,INE040D01038
Mideast Integrated Steels Ltd.,55-50216,1992,1.01016E+14,1,Diversified,Diversified,34,Decile 2,INE170N01016
Minda Corporation Ltd.,55-20401,1985,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,Automobile locks,29209,Decile 2,INE842C01021
Mirc Electronics Ltd.,11-23637,1981,1.01013E+14,1,"Manufacture of televisions, television monitors and displays",Television kits & spares,26401,Decile 2,INE831A01028
Mirza International Ltd.,20-4821,1979,1.01013E+14,1,Manufacture of other footwear n.e.c.,"Footwear, nec",15209,Decile 2,INE771A01026
Mishra Dhatu Nigam Ltd.,62-1660,1973,1.01014E+14,1,Manufacture of ferro-alloys,Ferro alloys,24104,Decile 2,INE099Z01011
Modern Insulators Ltd.,17-2460,1982,1.01014E+14,1,Manufacture of electrical insulators and insulating fittings of ceramics,Porcelain HT insulators,23934,Decile 2,INE197301018
Monsanto India Ltd.,Nov-12,1949,1.01011E+14,1,Seed processing for propagation,Agriseed,1640,Decile 2,INE274B01011
Monte Carlo Fashions Ltd.,16-32059,2008,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 2,INE950M01013
Morarjee Textiles Ltd.,11-90643,1995,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 2,INE161G01027
Morepen Laboratories Ltd.,Jun-28,1984,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 2,INE083A01026
Munjal Auto Inds. Ltd.,Apr-58,1985,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,"Automobile ancillaries, nec",29209,Decile 2,INE672B01032
Mysore Paper Mills Ltd.,08-173,1936,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,"Paper, newsprint & paper board",17013,Decile 2,INE924F01012
N A C L Industries Ltd.,62-16607,1986,1.01012E+14,1,"Manufacture of insecticides, rodenticides, fungicides, herbicides",Monocrotophos,20211,Decile 2,INE295D01020
N C L Industries Ltd.,62-2521,1979,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 2,INE732C01016
N I I T Ltd.,55-15865,1981,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE161A01038
N R Agarwal Inds. Ltd.,11-133365,1993,1.01015E+14,1,"Manufacture of paper board, straw board",Composite paper & paperboard (packaging paper),17016,Decile 2,INE740D01017
N R B Bearings Ltd.,11-13251,1965,1.01014E+14,1,"Manufacture of bearings, gears, gearing and driving elements",Bearing parts,28140,Decile 2,INE349A01021
Nagreeka Exports Ltd.,21-46387,1989,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 2,INE123B01028
Nakoda Ltd.,04-45995,1984,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Partially oriented yarn (POY),20203,Decile 2,INE559B01023
Navin Fluorine Intl. Ltd.,11-115499,1998,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Sodium fluoride,20119,Decile 2,INE048G01026
Navkar Corporation Ltd.,11-187146,2008,1.01041E+14,1,Freight rail transport,Railway freight services,49120,Decile 2,INE278M01019
Navneet Education Ltd.,11-34055,1984,1.01013E+14,1,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on CD-ROM)","Printed books, brochures, etc.",58111,Decile 2,INE060A01024
Nelcast Ltd.,Jan-18,1982,1.01014E+14,1,Manufacture of other iron and steel casting and products thereof,Cast iron castings,24319,Decile 2,INE189I01024
Neo Corp Intl. Ltd.,11-223220,1985,1.01012E+14,1,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)",HDPE woven sacks,22203,Decile 2,INE851C01014
Nesco Ltd.,Nov-86,1946,1.01042E+14,1,Rental and leasing activities,Renting services,77,Decile 2,INE317F01035
Neuland Laboratories Ltd.,62-4393,1984,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 2,INE794A01010
New Delhi Television Ltd.,55-33099,1988,1.01042E+14,1,Television programming and broadcasting activities,Television broadcasting media,6020,Decile 2,INE155G01029
Nitesh Estates Ltd.,08-33412,2004,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 2,INE639K01016
Nitin Fire Protection Inds. Ltd.,11-92323,1995,1.01015E+14,1,"Manufacture of fire extinguishers and other equipment for projecting, dispersing or spraying liquids or powders whether or not hand-operated, including sand blasting machines, stream cleaning machines etc.",Fire extinguishing / protection systems,28193,Decile 2,INE489H01020
Nitin Spinners Ltd.,17-6987,1992,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE229H01012
Nocil Ltd.,11-12003,1961,1.01012E+14,1,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)",Rubber chemicals,20299,Decile 2,INE163A01018
Nucleus Software Exports Ltd.,55-34594,1989,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE096B01018
O R G Informatics Ltd.,Apr-89,1976,1.01042E+14,1,Telecommunications,Other communication services,61,Decile 2,INE686D01012
Om Metals Infraprojects Ltd.,17-3414,1971,1.01042E+14,1,Architectural and engineering activities and related technical consultancy,Technical consultancy & engineering services,71100,Decile 2,INE239D01028
Omax Autos Ltd.,05-26142,1983,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,"Automobile ancillaries, nec",29209,Decile 2,INE090B01011
Onmobile Global Ltd.,08-27860,2000,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE809I01019
Oricon Enterprises Ltd.,11-14156,1968,1.01016E+14,1,Diversified,Diversified,34,Decile 2,INE730A01022
Orient Bell Ltd.,20-21546,1977,1.01013E+14,1,Manufacture of ceramic products n.e.c.,"Glazed ceramic tiles, paving & flags",23939,Decile 2,INE607D01018
Orient Electric Ltd.,15-25892,2016,1.01013E+14,1,Manufacture of consumer electronics,Consumer electronics,2640,Decile 2,INE142Z01019
Orient Refractories Ltd.,11-312871,2010,1.01013E+14,1,Manufacture of other refractory articles n.e.c.,Other refractories,23919,Decile 2,INE743M01012
Oriental Hotels Ltd.,18-5897,1970,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 2,INE750A01020
Oswal Minerals Ltd.,18-35973,1996,1.0104E+14,1,"Activities of commission agents dealing in wholesale trade inwood, paper, skin, leather and fur, fuel, petroleum products, chemicals, perfumery and cosmetics, glass, minerals, ores and metals",Wholesale trade in minerals,46102,Decile 2,INE469B01017
P V P Ventures Ltd.,18-20122,1991,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 2,INE362A01016
Panama Petrochem Ltd.,Apr-62,1982,1.01012E+14,1,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)",Petroleum products,19209,Decile 2,INE305C01029
Parenteral Drugs (India) Ltd.,11-126481,1983,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 2,INE904D01019
Pasupati Acrylon Ltd.,20-15532,1982,1.01012E+14,1,Manufacture of synthetic or artificial filament staple fibre not textured,Acrylic fibre,20302,Decile 2,INE818B01023
Patspin India Ltd.,Sep-94,1991,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE790C01014
Pearl Global Inds. Ltd.,55-36849,1989,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 2,INE940H01014
Pennar Engineered Building Systems Ltd.,62-57182,2008,1.01014E+14,1,Manufacture of other fabricated metal products n.e.c.,Articles of iron & steel,25999,Decile 2,INE455O01019
Pennar Industries Ltd.,Jan-19,1975,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Finished Steel (Non-Alloy Steel),24105,Decile 2,INE932A01024
Petron Engineering Construction Ltd.,11-19135,1976,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 2,INE742A01019
Pincon Spirit Ltd.,21-31561,1978,1.01011E+14,1,"Manufacture of distilled, potable, alcoholic beverages such as whisky, brandy, gin, 'mixed drinks' etc.",Indian made foreign liquors,11011,Decile 2,INE675G01018
Plastiblends India Ltd.,11-59943,1991,1.01012E+14,1,"Manufacture of prepared pigments, prepared opacifiers and prepared colours, vitrifiable enamels and glazes engobes and similar preparations of a kind used in the ceramic, enamelling or glass industry",Other colouring substances,20222,Decile 2,INE083C01022
Polyplex Corporation Ltd.,25-11596,1984,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)",Polyester film,22201,Decile 2,INE633B01018
Prabhat Dairy Ltd.,60-13068,1998,1.01011E+14,1,Production of milk from cows or buffaloes,Milk,1412,Decile 2,INE302M01033
Pradip Overseas Ltd.,04-46345,2005,1.01012E+14,1,Finishing of cotton and blended cotton textiles.,Cotton fabrics processed,13131,Decile 2,INE495J01015
Praj Industries Ltd.,60-38031,1985,1.01014E+14,1,"Manufacture of presses, crushers etc. used to make wine, cider, fruit juices etc.",Brewery machinery,28253,Decile 2,INE074A01025
Prajay Engineers Syndicate Ltd.,62-17384,1994,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 2,INE505C01016
Prakash Steelage Ltd.,11-61595,1991,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in finished steel (alloy & non-alloy),46620,Decile 2,INE696K01024
Prataap Snacks Ltd.,10-21746,2009,1.01011E+14,1,Manufacture of prepared meals and dishes,Snacks & namkins,1075,Decile 2,INE393P01035
Precision Camshafts Ltd.,60-67126,1992,1.01014E+14,1,Manufacture of other iron and steel casting and products thereof,Castings,24319,Decile 2,INE484I01029
Precision Wires India Ltd.,11-54356,1989,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",Copper winding wires,27320,Decile 2,INE372C01029
Precot Meridian Ltd.,61-1183,1962,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE283A01014
Premier Ltd.,60-20842,1944,1.01014E+14,1,"Manufacture of machine tools for turning, drilling, milling, shaping, planning, boring, grinding etc.",Machine tools,28221,Decile 2,INE342A01018
Pricol Ltd.,61-22194,2011,1.01015E+14,1,Manufacture of parts and accessories for motor vehicles,Automobile ancillaries,2930,Decile 2,INE726V01018
Prime Focus Ltd.,11-108981,1997,1.01042E+14,1,Activities of cine-clubs,"Infrastructure for recreation, cultural services,etc (incl studio)",59142,Decile 2,INE367G01038
Provogue (India) Ltd.,11-111924,1997,1.01012E+14,1,"Manufacture of wearing apparel, except fur apparel",Apparels (Readymade garment),1410,Decile 2,INE968G01033
Punjab Chemicals & Crop Protection Ltd.,16-47063,1975,1.01012E+14,1,Manufacture of pesticides and other agrochemical products,Pesticides,2021,Decile 2,INE277B01014
Quadrant Televentures Ltd.,11-197474,1946,1.01041E+14,1,Other telecommunications activities,Internet services,61900,Decile 2,INE527B01020
Quick Heal Technologies Ltd.,11-91408,1995,1.0104E+14,1,Retail sale of non-customized software,Retail trade in readymade software products,47413,Decile 2,INE306L01010
R C I Industries & Technologies Ltd.,55-47055,1992,1.01014E+14,1,"Manufacture of Copper from ore, and other copper products and alloys","Copper products, nec",24201,Decile 2,INE140B01014
Rain Industries Ltd.,62-1693,1974,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 2,INE855B01025
Rainbow Papers Ltd.,Apr-72,1986,1.01015E+14,1,Manufacture of other special purpose paper (excluding computer stationary),Kraft paper & paperboard,17015,Decile 2,INE028D01025
Raj Rayon Inds. Ltd.,54-368,1993,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Textured yarn of synthetic filament yarn,20203,Decile 2,INE533D01024
Rajapalayam Mills Ltd.,18-2298,1936,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE296E01026
Rajshree Sugars & Chemicals Ltd.,61-1706,1985,1.01011E+14,1,Manufacture or refining of sugar (sucrose) from sugarcane,Sugar,10721,Decile 2,INE562B01019
Ram Ratna Wires Ltd.,11-67802,1992,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",Copper enamelled winding wires,27320,Decile 2,INE207E01023
Ramco Industries Ltd.,18-5297,1965,1.01013E+14,1,Manufacture of other cement and asbestos cement products n.e.c.,Asbestos-cement products,23959,Decile 2,INE614A01028
Ramco Systems Ltd.,18-37550,1997,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 2,INE246B01019
Rane (Madras) Ltd.,18-52856,2004,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Drive transmission & steering parts,29301,Decile 2,INE050H01012
Rane Brake Lining Ltd.,18-54948,2004,1.01015E+14,1,Manufacture of parts and accessories for motor vehicles,Automobile ancillaries,2930,Decile 2,INE244J01017
Rane Engine Valve Ltd.,18-6127,1972,1.01015E+14,1,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Engine valves,2811,Decile 2,INE222J01013
Rasoya Proteins Ltd.,11-66662,1992,1.01011E+14,1,Manufacture of other animal feeds n.e.c.,Other animal feed,10809,Decile 2,INE904G01038
Rathi Steel & Power Ltd.,55-5905,1971,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,Bars & rods,24105,Decile 2,INE336C01016
Renaissance Jewellery Ltd.,11-54498,1989,1.01013E+14,1,"Manufacture of jewellery of gold, silver and other precious or base metal metal clad with precious metals or precious or semi-precious stones, or of combinations of precious metal and precious or semi-precious stones or of other materials",Jewellery of gold,32111,Decile 2,INE722H01016
Repro India Ltd.,11-71431,1993,1.01013E+14,1,"Publishing of books, brochures, leaflets and similar publications, including publishing encyclopedias (including on CD-ROM)","Printed books, brochures, etc.",58111,Decile 2,INE461B01014
Resurgere Mines & Minerals India Ltd.,11-172412,1987,1.02032E+14,2,Other credit granting,Other asset financing services,64920,Decile 2,INE774I01031
Richa Industries Ltd.,05-32108,1993,1.01014E+14,1,Manufacture of other fabricated metal products n.e.c.,Other fabricated metal products,25999,Decile 2,INE516H01012
