Company Name,ROC registration number,Incorporation year,Industry group code,Industry type,NIC name,Main product/service group,NIC code,Size decile,ISIN code
Escorts Ltd.,05-39088,1944,1.01014E+14,1,Manufacture of tractors used in agriculture and forestry,Tractors,28211,Decile 1,INE042A01014
Essar Shipping Ltd.,04-60285,2010,1.01041E+14,1,Sea and coastal water transport,Shipping services,501,Decile 1,INE122M01019
Eveready Industries (India) Ltd.,21-7993,1934,1.01013E+14,1,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese oxide, mercuric oxide silver oxide or other material",Dry cells,27201,Decile 1,INE128A01029
Everest Industries Ltd.,Nov-93,1934,1.01013E+14,1,Manufacture of other cement and asbestos cement products n.e.c.,Fabricated asbestos fibres & friction materials,23959,Decile 1,INE295A01018
Exide Industries Ltd.,21-14919,1947,1.01015E+14,1,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese oxide, mercuric oxide silver oxide or other material",Storage batteries,27201,Decile 1,INE302A01020
F D C Ltd.,Nov-76,1940,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE258B01022
Fedders Electric & Engg. Ltd.,20-21118,1957,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE249C01011
Federal-Mogul Goetze (India) Ltd.,55-2452,1954,1.01015E+14,1,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Pistons,2811,Decile 1,INE529A01010
"Fertilisers & Chemicals, Travancore Ltd.",09-371,1943,1.01012E+14,1,"Manufacture of straight mixed, compound or complex inorganic fertilizers",NP mixed (20-20-0),20122,Decile 1,INE188A01015
Filatex India Ltd.,54-91,1990,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Polyester filament yarn (PFY),20203,Decile 1,INE816B01027
Finolex Cables Ltd.,11-16531,1967,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)",Cables & other conductors,27320,Decile 1,INE235A01022
Finolex Industries Ltd.,60-24153,1981,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Tubes, pipes & hoses & fittings of plastics",22209,Decile 1,INE183A01016
Firstsource Solutions Ltd.,11-134147,2001,1.01041E+14,1,Other information service activities n.e.c.,Information technology enabled service/BPO,63999,Decile 1,INE684F01012
Flexituff Ventures Intl. Ltd.,10-34616,1993,1.01012E+14,1,Manufacture of other textiles/textile products n.e.c.,Textile products for technical uses,13999,Decile 1,INE060J01017
Force Motors Ltd.,60-11172,1958,1.01015E+14,1,"Manufacture of commercial vehicles such as vans, lorries, over-the-road tractors for semi-trailers etc.",Light commercial vehicles,29102,Decile 1,INE451A01017
Fortis Healthcare Ltd.,16-45933,1996,1.01042E+14,1,Hospital activities,Medical & health services,86100,Decile 1,INE061F01013
Future Consumer Ltd.,11-192090,1996,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 1,INE220J01025
Future Enterprises Ltd.,11-44954,1987,1.0104E+14,1,Retail sale in non-specialized stores,Retail trade,471,Decile 1,INE623B01027
Future Lifestyle Fashions Ltd.,11-231654,2012,1.0104E+14,1,"Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.",Retail trade in apparels (readymade garments),47711,Decile 1,INE452O01016
Future Retail Ltd.,11-268269,2007,1.0104E+14,1,Retail sale in non-specialized stores,Retail trade,471,Decile 1,INE752P01024
G A I L (India) Ltd.,55-18976,1984,1.0104E+14,1,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]",NG storage & distribution,52109,Decile 1,INE129A01019
G E Power India Ltd.,11-68379,1992,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE878A01011
G E T & D India Ltd.,55-193993,1957,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE200A01026
G H C L Ltd.,Apr-13,1983,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Sodium carbonate (Soda ash),20119,Decile 1,INE539A01019
G M R Infrastructure Ltd.,11-281138,1996,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE776C01039
G O L Offshore Ltd.,11-154793,2005,1.01041E+14,1,Water transport,Water transport & allied services (Shipping),50,Decile 1,INE892H01017
G T L Infrastructure Ltd.,11-144367,2004,1.01041E+14,1,Telecommunications,Telecommunication services,61,Decile 1,INE221H01019
G T L Ltd.,11-45657,1987,1.01041E+14,1,"Activities of maintaining and operating pageing, cellular and other telecommunication networks",Wireless infrastructure services,61202,Decile 1,INE043A01012
G V K Power & Infrastructure Ltd.,01-59013,1994,1.01042E+14,1,Other non-specialised wholesale trade n.e.c.,Services,46909,Decile 1,INE251H01024
Gabriel India Ltd.,60-15735,1961,1.01015E+14,1,"Manufacture of diverse parts and accessories for motor vehicles such as brakes, gearboxes, axles, road wheels, suspension shock absorbers, radiators, silencers, exhaust pipes, catalysers, clutches, steering wheels, steering columns and steering boxes etc.",Shock absorbers,29301,Decile 1,INE524A01029
Galaxy Surfactants Ltd.,11-39877,1986,1.01013E+14,1,Manufacture of detergent and similar washing agents excluding soap,Organic surface-active agents other than soap,20233,Decile 1,INE600K01018
Gammon India Ltd.,11-997,1922,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE259B01020
Garden Reach Shipbuilders & Engineers Ltd.,21-7891,1934,1.01015E+14,1,Building of ships and boats,"Ships, boats, etc.",301,Decile 1,INE382Z01011
Garden Silk Mills Ltd.,Apr-63,1979,1.01012E+14,1,"Manufacture of synthetic or artificial filament yarn,  tenacity yarn whether or not textured including high tenacity yarn",Polyester filament yarn (PFY),20203,Decile 1,INE526A01016
Garware Polyester Ltd.,11-10889,1957,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)",Polyester film,22201,Decile 1,INE291A01017
Gayatri Projects Ltd.,62-57289,1989,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 1,INE336H01023
Geodesic Ltd.,11-27751,1982,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE371D01029
Gillette India Ltd.,11-267130,1984,1.01013E+14,1,"Manufacture of cutlery such as knives, forks, spoons, cleavers, choppers, razors, razor blades, scissors, hair clippers etc.",Razors & razor blades,25931,Decile 1,INE322A01010
Gitanjali Gems Ltd.,11-40689,1986,1.0104E+14,1,Retail sale of jewellery and immitation jewellery,"Retail trade in jewellery of pearls, precious & semi-precious stones",47733,Decile 1,INE346H01014
Glaxosmithkline Consumer Healthcare Ltd.,16-2257,1958,1.01011E+14,1,Manufacture of malted foods including foods for infants and handicapped,Malted milk foods,10794,Decile 1,INE264A01014
Glaxosmithkline Pharmaceuticals Ltd.,11-1151,1924,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE159A01016
Glenmark Pharmaceuticals Ltd.,11-19982,1977,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE935A01035
Godawari Power & Ispat Ltd.,26-13756,1999,1.01014E+14,1,Manufacture of basic iron and steel,Iron & steel,2410,Decile 1,INE177H01013
Godfrey Phillips India Ltd.,Nov-87,1936,1.01011E+14,1,"Manufacture of cigarettes, cigarette tobacco",Cigarettes,12003,Decile 1,INE260B01028
Godrej Agrovet Ltd.,11-135359,1991,1.01011E+14,1,Manufacture of other animal feeds n.e.c.,Animal and bird feeds,10809,Decile 1,INE850D01014
Godrej Consumer Products Ltd.,11-129806,2000,1.01013E+14,1,"Manufacture of cosmetics and toileteries (includes Manufacture of pre- shave, shaving or after shave preparations; personal deodorants and anti- respirants; perfumed bath salts and other bath preparations; beauty or make-up preparations and preparations for the care of the skin, other than medicaments; manicure and pedicure preparations etc.)",Cosmetics & toilet preparations,20237,Decile 1,INE102D01028
Godrej Industries Ltd.,11-97781,1988,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Alpha olefins,20119,Decile 1,INE233A01035
Godrej Properties Ltd.,11-35308,1985,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE484J01027
Gokul Agro Resources Ltd.,04-80010,2014,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Edible oils,10402,Decile 1,INE314T01025
Gokul Refoils & Solvent Ltd.,04-18745,1992,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Edible oils,10402,Decile 1,INE020J01029
Goodyear India Ltd.,May-78,1961,1.01015E+14,1,Manufacture of rubber tyres and tubes n.e.c.,Tyres,22119,Decile 1,INE533A01012
Granules India Ltd.,62-12471,1991,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 1,INE101D01020
Graphite India Ltd.,21-94602,1974,1.01013E+14,1,"Manufacture of refractory bricks, blocks tiles and similar refractory ceramic constructional goods",Graphite carbon bricks,23912,Decile 1,INE371A01025
Grasim Industries Ltd.,10-410,1947,1.01012E+14,1,Manufacture of synthetic or artificial filament staple fibre not textured,Viscose staple fibre (VSF),20302,Decile 1,INE047A01021
Great Eastern Shipping Co. Ltd.,Nov-72,1948,1.01041E+14,1,Water transport,Water transport & allied services (Shipping),50,Decile 1,INE017A01032
Greaves Cotton Ltd.,11-987,1922,1.01014E+14,1,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",Diesel engines,28110,Decile 1,INE224A01026
Greenply Industries Ltd.,Feb-84,1990,1.01013E+14,1,Manufacture of ply wood and veneer sheets,Plywood,16211,Decile 1,INE461C01038
Grindwell Norton Ltd.,Nov-63,1950,1.01013E+14,1,"Manufacture of millstones, sharpening or polishing stones and natural or artificial abrasive products, including abrasive powder or grain on a base of textile material, paper, paper board or other material",Abrasive powder or grain on a base,23993,Decile 1,INE536A01023
Gujarat Alkalies & Chemicals Ltd.,Apr-47,1973,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Sodium hydroxide (Caustic soda),20119,Decile 1,INE186A01019
Gujarat Ambuja Exports Ltd.,04-16151,1991,1.01011E+14,1,Manufacture of other non-alcoholic beverages n.e.c.,"Food products, beverages & tobacco",11049,Decile 1,INE036B01022
Gujarat Cypromet Ltd.,04-18757,1992,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 1,INE673B01014
Gujarat Fluorochemicals Ltd.,Apr-62,1987,1.01012E+14,1,Manufacture of Chemicals and Chemical products,Chemicals & chemical products,20,Decile 1,INE538A01037
Gujarat Gas Ltd.,04-69118,2012,1.0104E+14,1,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]",NG storage & distribution,52109,Decile 1,INE844O01022
Gujarat Industries Power Co. Ltd.,Apr-68,1985,1.0103E+14,1,"Electric power generation by non-coal based thermal (e.g. diesel, gas )",Gas-based thermal electricity,35103,Decile 1,INE162A01010
Gujarat Mineral Devp. Corpn. Ltd.,04-1206,1963,1.0102E+14,1,Mining of lignite,Lignite,520,Decile 1,INE131A01031
Gujarat N R E Coke Ltd.,21-40098,1986,1.0102E+14,1,Manufacture of hard-coal and lignite fuel briquettes,"Coke & semi-coke of coal, lignite or peat",19204,Decile 1,INE110D01013
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Apr-03,1976,1.01012E+14,1,Manufacture of Chemicals and Chemical products,Chemicals & chemical products,20,Decile 1,INE113A01013
Gujarat Pipavav Port Ltd.,04-18106,1992,1.01041E+14,1,Service activities incidental to water transportation,Ports,52220,Decile 1,INE517F01014
Gujarat State Fertilizers & Chemicals Ltd.,04-1121,1962,1.01012E+14,1,Manufacture of fertilizers and nitrogen compounds,Fertilisers,2012,Decile 1,INE026A01025
Gujarat State Petronet Ltd.,04-35188,1998,1.0104E+14,1,Transport via pipeline,Gas pipeline,49300,Decile 1,INE246F01010
H B L Power Systems Ltd.,62-6745,1986,1.01015E+14,1,"Manufacture of electric accumulator incuding parts thereof (separators, containers, covers)",Lead-acid accumulators,27202,Decile 1,INE292B01021
H C L Infosystems Ltd.,55-23955,1986,1.0104E+14,1,"Wholesale of radio, television and other consumer electronics including CD/ DVD players and recorders",Wholesale trade in consumer electronics,46522,Decile 1,INE236A01020
H C L Technologies Ltd.,55-46369,1991,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE860A01027
H E G Ltd.,Oct-90,1972,1.01013E+14,1,"Manufacture of refractory bricks, blocks tiles and similar refractory ceramic constructional goods",Graphite carbon bricks,23912,Decile 1,INE545A01016
H I L Ltd.,62-656,1946,1.01013E+14,1,Manufacture of other cement and asbestos cement products n.e.c.,Other asbestos-cement products,23959,Decile 1,INE557A01011
H P L Electric & Power Ltd.,55-48945,1992,1.01014E+14,1,Manufacture of electronic components,Electronics,2610,Decile 1,INE495S01016
H S I L Ltd.,21-24539,1960,1.01013E+14,1,"Manufacture of non-refractory ceramic sanitary wares: sinks, baths, water- closet pans, flushing cistern etc.","Ceramic sinks, wash basins, etc.",23922,Decile 1,INE415A01038
H T Media Ltd.,55-117874,2002,1.01015E+14,1,Publishing of newspapers,"Newspapers, journals & periodicals",58131,Decile 1,INE501G01024
Hathway Cable & Datacom Ltd.,11-11421,1959,1.01042E+14,1,Activities of the cable operators,Cable television broadcasting media,61103,Decile 1,INE982F01036
Hatsun Agro Products Ltd.,18-12747,1985,1.01011E+14,1,Production of milk from cows or buffaloes,Milk,1412,Decile 1,INE473B01035
Havells India Ltd.,55-16304,1983,1.01014E+14,1,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",Electrical machinery other than electronics,271,Decile 1,INE176B01034
Heidelberg Cement India Ltd.,05-42301,1948,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 1,INE578A01017
Heritage Foods Ltd.,62-14332,1992,1.01011E+14,1,Production of milk from cows or buffaloes,Milk,1412,Decile 1,INE978A01027
Hero Motocorp Ltd.,55-17354,1984,1.01015E+14,1,"Manufacture of motorcycles, scooters, mopeds etc. and their engine",Motorcycles,30911,Decile 1,INE158A01026
Hexaware Technologies Ltd.,11-69662,1992,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE093A01033
Hikal Ltd.,11-48028,1988,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 1,INE475B01022
Himachal Futuristic Communications Ltd.,Jun-66,1987,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE548A01028
Himadri Speciality Chemical Ltd.,21-42756,1987,1.01013E+14,1,"Manufacture of other non-metallic mineral products n.e.c. (includes asbestos yarn and fabric, and articles of asbestos yarn and fabric such as clothing, headgear, footwear, cord, string, paper o felt; friction material with a basis of asbestos or other mineral substances or of cellulose including unmounted articles such as friction material; mineral insulating material (slag wool, rockwool and similar mineral wools, exfoliated vermiculite, expanded clays and similar insulating material); products of glass wool for heat-insulating; articles of asphalt or of similar material (e.g. coal tar pitc","Asphalt, bitumen or coal tar pitch products",23999,Decile 1,INE019C01026
Himatsingka Seide Ltd.,Aug-47,1985,1.01012E+14,1,"Manufacture of curtains, bed covers and furnishings","Bed linen, table linen, etc.",13921,Decile 1,INE049A01027
Hindalco Industries Ltd.,11-11238,1958,1.01014E+14,1,"Manufacture of Copper from ore, and other copper products and alloys",Copper & products,24201,Decile 1,INE038A01020
Hinduja Global Solutions Ltd.,11-84610,1995,1.01041E+14,1,Other information service activities n.e.c.,Information technology enabled service/BPO,63999,Decile 1,INE170I01016
Hindustan Aeronautics Ltd.,08-1622,1963,1.01016E+14,1,Diversified,Diversified,34,Decile 1,INE066F01012
Hindustan Construction Co. Ltd.,11-1228,1926,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 1,INE549A01026
Hindustan Copper Ltd.,21-28825,1967,1.01014E+14,1,"Manufacture of Copper from ore, and other copper products and alloys",Copper rods other than electrolytic,24201,Decile 1,INE531E01026
Hindustan Media Ventures Ltd.,Mar-13,1918,1.01015E+14,1,Publishing of newspapers,"Newspapers, journals & periodicals",58131,Decile 1,INE871K01015
Hindustan Petroleum Corpn. Ltd.,Nov-58,1952,1.01012E+14,1,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)",Petroleum products,19209,Decile 1,INE094A01015
Hindustan Unilever Ltd.,Nov-30,1933,1.01013E+14,1,Manufacture of other perfumes and toilet preparations n.e.c.,"Cosmetics, toilet preparations, soap & washing preparations",20239,Decile 1,INE030A01027
Hindustan Zinc Ltd.,17-1208,1966,1.01014E+14,1,Manufacture of other non-ferrous metals n.e.c.,Zinc & products,24209,Decile 1,INE267A01025
Hindusthan National Glass & Inds. Ltd.,21-13294,1946,1.01015E+14,1,"Manufacture of hollow glassware (bottles, jars etc.) for the conveyance or packing of goods",Bottles,23103,Decile 1,INE952A01022
Honeywell Automation India Ltd.,60-17951,1984,1.01014E+14,1,Manufacture of industrial process control equipment,Process control equipment,26517,Decile 1,INE671A01010
Hotel Leelaventure Ltd.,11-24097,1981,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 1,INE102A01024
Housing Development & Infrastructure Ltd.,11-101379,1996,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE191I01012
Hubtown Ltd.,11-50688,1989,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE703H01016
Huhtamaki P P L Ltd.,11-145537,1950,1.01015E+14,1,Manufacture of other primary paper materials including composite paper and paper board n.e.c.,"Paper tarred, plastic coated, etc.",17019,Decile 1,INE275B01026
I F B Industries Ltd.,21-29637,1974,1.01013E+14,1,"Manufacture of domestic electric appliances such as refrigerators, washing machines, vacuum cleaners, mixers, grinders etc.",Washing machines,27501,Decile 1,INE559A01017
I L & F S Engg. & Construction Co. Ltd.,Jan-24,1988,1.0106E+14,1,Other civil engineering projects n.e.c.,Other infrastructure construction,42909,Decile 1,INE369I01014
I L & F S Transportation Networks Ltd.,11-129790,2000,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE975G01012
I R B Infrastructure Developers Ltd.,11-115967,1998,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 1,INE821I01014
I S M T Ltd.,60-16417,1989,1.01014E+14,1,"Manufacture of tubes, pipes and hollow profiles and of tube or pipe fittings of cast-iron/cast-steel",Seamless tubes & pipes,24311,Decile 1,INE732F01019
I T C Ltd.,21-1985,1910,1.01011E+14,1,"Manufacture of cigarettes, cigarette tobacco",Cigarettes,12003,Decile 1,INE154A01025
I T D Cementation India Ltd.,11-20435,1978,1.0106E+14,1,Other civil engineering projects n.e.c.,Other infrastructure construction,42909,Decile 1,INE686A01026
I T I Ltd.,08-640,1950,1.01016E+14,1,Diversified,Diversified,34,Decile 1,INE248A01017
I V R C L Ltd.,Jan-59,1987,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 1,INE875A01025
Ind-Swift Laboratories Ltd.,53-15553,1995,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 1,INE915B01019
India Cements Ltd.,18-931,1946,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 1,INE383A01012
India Glycols Ltd.,25-9097,1987,1.01016E+14,1,Diversified,Diversified manufacturing,34,Decile 1,INE560A01015
India Power Corpn. Ltd.,21-3263,1919,1.0103E+14,1,"Collection and distribution of electric energy to households, industrial, commercial and other users n.e.c.",Power distribution services,35109,Decile 1,INE360C01024
Indian Hotels Co. Ltd.,11-183,1902,1.0104E+14,1,"Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats","Hotels, resorts & restaurants",55101,Decile 1,INE053A01029
Indian Hume Pipe Co. Ltd.,11-1255,1926,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Construction allied activities nec,41001,Decile 1,INE323C01030
Indian Metals & Ferro Alloys Ltd.,15-428,1961,1.01014E+14,1,Manufacture of ferro-alloys,Charge chrome,24104,Decile 1,INE919H01018
Indian Oil Corpn. Ltd.,11-11388,1959,1.01012E+14,1,"Manufacture of other petroleum n.e.c. (includes Manufacture of petroleum jelly, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals)",Petroleum products,19209,Decile 1,INE242A01010
Indo Count Inds. Ltd.,60-68972,1988,1.01012E+14,1,"Weaving, manufacturing of man-made fiber and man-made mixture fabrics.",Fabrics of man-made yarn,13124,Decile 1,INE483B01026
Indo Rama Synthetics (India) Ltd.,11-166615,1986,1.01012E+14,1,Manufacture of synthetic or artificial filament staple fibre not textured,Polyester staple fibre (PSF),20302,Decile 1,INE156A01020
Indraprastha Gas Ltd.,55-97614,1998,1.0104E+14,1,"Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]",NG storage & distribution,52109,Decile 1,INE203G01027
Ineos Styrolution India Ltd.,Apr-36,1973,1.01012E+14,1,"Manufacture of plastic in primary forms (includes amino-resins, polyurethanes etc.)",Acrylonitrile butadiene styrene,20131,Decile 1,INE189B01011
Info Edge (India) Ltd.,55-68021,1995,1.01042E+14,1,Management consultancy activities,Business services & consultancy,70200,Decile 1,INE663F01024
Infosys Ltd.,08-13115,1981,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 1,INE009A01021
Ingersoll-Rand (India) Ltd.,08-36321,1921,1.01014E+14,1,"Manufacture of other pumps, compressors, taps and valves etc.",Compressors,28132,Decile 1,INE177A01018
Inox Air Products Pvt. Ltd.,11-12625,1963,1.01012E+14,1,Manufacture of basic chemical elements,"Hydrogen, rare & other gases",20116,Decile 1,INE321A01012
Inox Leisure Ltd.,04-44045,1999,1.01042E+14,1,"Motion picture or video tape projection in cinemas, in the open air or in other projection facilities",Motion picture exhibition,59141,Decile 1,INE312H01016
Inox Wind Ltd.,06-31083,2009,1.01016E+14,1,Diversified,Diversified,34,Decile 1,INE066P01011
Interglobe Aviation Ltd.,55-129768,2004,1.01041E+14,1,Passenger airways,Airline passenger services,51101,Decile 1,INE646L01027
International Paper A P P M Ltd.,01-1008,1964,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Paper,17013,Decile 1,INE435A01028
Ipca Laboratories Ltd.,Nov-37,1949,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE571A01020
Ircon International Ltd.,55-8171,1976,1.0106E+14,1,Construction of utility projects n.e.c.,Construction of other industrial plants,42209,Decile 1,INE962Y01013
Isgec Heavy Engg. Ltd.,May-97,1933,1.0104E+14,1,"Wholesale of other machinery, equipment and supplies n.e.c. including computer-controlled machine tools and computer-controlled sewing and knitting machines",Wholesale trade in boilers & turbines,46599,Decile 1,INE858B01011
J B Chemicals & Pharmaceuticals Ltd.,11-19380,1976,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE572A01028
J B F Industries Ltd.,54-128,1982,1.01012E+14,1,Manufacture of synthetic or artificial filament tow,Polyester chips & granules,20301,Decile 1,INE187A01017
J K Cement Ltd.,20-17199,1994,1.01013E+14,1,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",Pozzolana portland cement,23942,Decile 1,INE823G01014
J K Lakshmi Cement Ltd.,17-19511,1938,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 1,INE786A01032
J K Paper Ltd.,04-18099,1960,1.01015E+14,1,Manufacture of paper and paper rolls not further processed,Paper,17013,Decile 1,INE789E01012
J K Tyre & Inds. Ltd.,17-45966,1951,1.01015E+14,1,Manufacture of rubber tyres and tubes n.e.c.,Tyres,22119,Decile 1,INE573A01042
J Kumar Infraprojects Ltd.,11-122886,1999,1.0106E+14,1,"Construction and maintenance of motorways, streets, roads, other vehicular and pedestrian ways, highways, bridges, tunnels and subways","Construction of roads, bridges, tunnels etc.",42101,Decile 1,INE576I01022
J M C Projects (India) Ltd.,Apr-17,1986,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 1,INE890A01024
J S W Energy Ltd.,11-77041,1994,1.0103E+14,1,Electric power generation by coal based thermal power plants,Coal-based thermal electricity,35102,Decile 1,INE121E01018
J S W Steel Ltd.,11-152925,1994,1.01014E+14,1,Manufacture of hot-rolled and cold-rolled products of steel,"Hot rolled coils, strips, sheets",24105,Decile 1,INE019A01038
J V L Agro Inds. Ltd.,20-11396,1989,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Edible oils,10402,Decile 1,INE430G01026
Jagran Prakashan Ltd.,20-4147,1975,1.01015E+14,1,Publishing of newspapers,"Newspapers, journals & periodicals",58131,Decile 1,INE199G01027
Jai Balaji Inds. Ltd.,21-89755,1999,1.01014E+14,1,Manufacture of basic iron and steel,Iron & steel,2410,Decile 1,INE091G01018
Jai Corp Ltd.,11-36500,1985,1.01012E+14,1,"Manufacture of plastic articles for the packing of goods (plastic bags, sacks, containers, boxes, cases, carboys, bottles etc.)",Sacks & bags of polyethylene,22203,Decile 1,INE070D01027
Jain Irrigation Systems Ltd.,11-42028,1986,1.01012E+14,1,Manufacture of other plastics products n.e.c.,"Tubes, pipes & hoses & fittings of plastics",22209,Decile 1,INE175A01038
Jaiprakash Associates Ltd.,20-19017,1995,1.01013E+14,1,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",Ordinary portland cement,23942,Decile 1,INE455F01025
Jaiprakash Power Ventures Ltd.,10-42920,1994,1.0103E+14,1,Electric power generation by hydroelectric power plants,Hydro electricity (> 25 megawatt),35101,Decile 1,INE351F01018
Jay Bharat Maruti Ltd.,55-27342,1987,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,Auto sheet metals parts,29209,Decile 1,INE571B01028
Jayaswal Neco Inds. Ltd.,11-16154,1972,1.01014E+14,1,"Manufacture of steel in ingots or other primary forms, and other semi- finished products of steel",Semi-finished steel,24103,Decile 1,INE854B01010
Jaypee Infratech Ltd.,20-33119,2007,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE099J01015
Jet Airways (India) Ltd.,11-66213,1992,1.01041E+14,1,Passenger airways,Airline passenger services,51101,Decile 1,INE802G01018
Jindal Poly Films Ltd.,20-3979,1974,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)",Biaxially oriented polypropylene (BOPP) film,22201,Decile 1,INE197D01010
